0,4
1,5
2,6
3,8
4,11
5,12
6,13
7,14
8,15
9,16
10,18
11,19
12,20
13,21
14,22
15,23
16,24
17,26
18,27
19,30
20,31
21,32
22,34
23,35
24,37
25,38
26,39
27,40
28,44
29,46
30,48
31,49
32,50
33,51
34,54
35,55
36,58
37,60
38,61
39,65
40,66
41,68
42,69
43,70
44,71
45,72
46,73
47,74
48,75
49,78
50,79
51,80
52,81
53,82
54,83
55,84
56,86
57,87
58,90
59,91
60,92
61,94
62,95
63,96
64,97
65,98
66,99
67,100
68,101
69,102
70,103
71,104
72,107
73,108
74,109
75,110
76,111
77,113
78,114
79,117
80,118
81,119
82,120
83,121
84,122
85,124
86,126
87,128
88,129
89,130
90,131
91,132
92,133
93,134
94,135
95,136
96,137
97,139
98,140
99,141
100,142
101,143
102,144
103,145
104,146
105,147
106,148
107,149
108,150
109,151
110,152
111,155
112,156
113,157
114,158
115,159
116,160
117,161
118,162
119,163
120,165
121,166
122,167
123,168
124,170
125,171
126,172
127,173
128,174
129,175
130,176
131,177
132,178
133,179
134,180
135,181
136,182
137,183
138,184
139,185
140,186
141,187
142,189
143,190
144,191
145,192
146,193
147,194
148,195
149,196
150,198
151,199
152,200
153,201
154,202
155,203
156,204
157,205
158,206
159,207
160,208
161,210
162,211
163,212
164,213
165,214
166,216
167,217
168,218
169,219
170,220
171,221
172,222
173,223
174,224
175,225
176,227
177,228
178,229
179,232
180,233
181,234
182,235
183,236
184,238
185,239
186,240
187,241
188,243
189,244
190,245
191,246
192,247
193,248
194,249
195,250
196,251
197,252
198,254
199,255
200,256
201,257
202,258
203,259
204,261
205,262
206,263
207,264
208,265
209,267
210,268
211,269
212,270
213,271
214,272
215,273
216,274
217,275
218,276
219,278
220,279
221,280
222,281
223,282
224,283
225,284
226,285
227,286
228,287
229,288
230,289
231,290
232,291
233,292
234,293
235,294
236,295
237,296
238,297
239,298
240,299
241,301
242,303
243,304
244,305
245,307
246,308
247,309
248,310
249,311
250,312
251,313
252,314
253,315
254,316
255,317
256,319
257,321
258,322
259,323
260,324
261,325
262,326
263,327
264,328
265,329
266,330
267,331
268,332
269,333
270,334
271,335
272,336
273,337
274,338
275,339
276,340
277,341
278,343
279,346
280,347
281,348
282,349
283,351
284,352
285,353
286,354
287,355
288,357
289,358
290,359
291,360
292,362
293,363
294,364
295,365
296,366
297,367
298,368
299,369
300,370
301,371
302,372
303,373
304,374
305,375
306,376
307,377
308,378
309,379
310,380
311,381
312,382
313,383
314,385
315,386
316,387
317,388
318,389
319,390
320,391
321,392
322,393
323,394
324,395
325,396
326,397
327,398
328,399
329,400
330,401
331,402
332,403
333,404
334,405
335,406
336,407
337,408
338,409
339,410
340,411
341,412
342,413
343,414
344,415
345,416
346,417
347,418
348,419
349,420
350,421
351,422
352,423
353,424
354,425
355,426
356,427
357,428
358,429
359,430
360,431
361,432
362,434
363,435
364,436
365,437
366,438
367,439
368,442
369,443
370,444
371,445
372,446
373,447
374,448
375,449
376,450
377,451
378,452
379,453
380,454
381,455
382,456
383,457
384,458
385,459
386,460
387,461
388,462
389,463
390,464
391,465
392,466
393,467
394,468
395,469
396,471
397,472
398,473
399,474
400,476
401,477
402,478
403,479
404,480
405,482
406,483
407,484
408,485
409,486
410,487
411,488
412,489
413,490
414,491
415,492
416,493
417,495
418,496
419,497
420,498
421,499
422,500
423,501
424,502
425,503
426,504
427,505
428,506
429,507
430,508
431,509
432,510
433,511
434,512
435,513
436,515
437,516
438,517
439,518
440,519
441,520
442,521
443,522
444,523
445,524
446,525
447,526
448,527
449,528
450,529
451,530
452,531
453,532
454,533
455,534
456,535
457,536
458,537
459,538
460,539
461,540
462,541
463,542
464,543
465,544
466,545
467,546
468,547
469,548
470,549
471,550
472,551
473,552
474,553
475,554
476,556
477,557
478,558
479,559
480,560
481,561
482,562
483,563
484,564
485,565
486,566
487,567
488,568
489,569
490,570
491,571
492,572
493,573
494,574
495,575
496,576
497,577
498,578
499,579
